"96879",\N,"2015-04-09",\N,"净值标 
											 	 				 ","101826","已还款","短期周转",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98762",\N,"2014-07-05",\N,"短期周转，小额可秒！快来抢！ 
											 	 ","5000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98763",\N,"2014-07-05",\N,"短期周转，待收担保，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98764",\N,"2014-07-05",\N,"承兑一月标 
							 					 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.5%",\N
"98765",\N,"2014-07-05",\N,"与中安同庆，欢迎约标！ 
						 										 ","3000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98766",\N,"2014-07-05",\N,"短期周转，早还款！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98767",\N,"2014-07-05",\N,"明天10点前还 
											 	 ","2000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98768",\N,"2014-07-04",\N,"投此标有续投 
											 	 ","10000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98769",\N,"2014-07-04",\N,"庆祝中安半年！仅此一标！ 
											 	 ","20000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98770",\N,"2014-07-04",\N,"净值标安全零风险——短期周转 
											 	 ","4000","已还款","短期周转",\N,"23.10",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98771",\N,"2014-07-04",\N,"超高息,10点前必还款完毕 
											 	 ","4600","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98772",\N,"2014-07-05",\N,"高息净值标——短期周转 
											 	 ","5000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98773",\N,"2014-07-04",\N,"2天福利标 
											 	 ","1000","已还款","短期周转",\N,"5.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98774",\N,"2014-07-04",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"19.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98775",\N,"2014-07-04",\N,"明早10:00前还款 
											 	 ","2000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98776",\N,"2014-07-04",\N,"七天承兑标  
							 					 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98777",\N,"2014-07-04",\N,"承兑一月标 
							 					 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.5%",\N
"98778",\N,"2014-07-04",\N,"20W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98779",\N,"2014-07-04",\N,"中安半年庆，吉尔来庆贺！ 
						 										 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98780",\N,"2014-07-04",\N,"与中安同庆，欢迎约标！ 
						 										 ","13725","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98781",\N,"2014-07-04",\N,"绝对福利标，回款急速 
											 	 ","5210","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98782",\N,"2014-07-04",\N,"奖励老客户！ 
						 										 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98783",\N,"2014-07-04",\N,"净值标安全零风险——短期周转 
											 	 ","4000","已还款","短期周转",\N,"5.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98784",\N,"2014-07-04",\N,"3天福利标 
											 	 ","5000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98785",\N,"2014-07-04",\N,"福利标 净值零风险 
											 	 ","28000","已还款","福利标 净值零风险",\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","28岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98786",\N,"2014-07-04",\N,"40W待收担保，10点前必还款！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98787",\N,"2014-07-04",\N,"超高息，10点前必还款完毕 
											 	 ","8000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98788",\N,"2014-07-03",\N,"3天福利标 
											 	 ","1000","已还款","短期周转",\N,"6.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98789",\N,"2014-07-03",\N,"短期周转，上午10点前还！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98790",\N,"2014-07-03",\N,"10点之前还款，或提前1天还！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98791",\N,"2014-07-03",\N,"标准月标，上午9:50前还！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98792",\N,"2014-07-03",\N,"标准月标，无风险，上午9:50前还款！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98793",\N,"2014-07-03",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"22.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98794",\N,"2014-07-03",\N,"短期周转，欢迎约标！ 
											 	 ","10000","已还款",\N,\N,"21.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98795",\N,"2014-07-03",\N,"超高息,上午10点前必还完 
											 	 ","9000","已还款","约(合约)净值标小窗联系: 943482913, @daocaoren6634


	07月3日有10点前还款净值标: 
27天 额度14000,年化19% 
28天 额度12000,年化20% 
30天 额度50000,年化22% 
------------------------------------------------
每天1天标额度限额可约.
------------------------------------------------
每天7天标3万约标额度:
高息7天标,10点还款(1",\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98796",\N,"2014-07-03",\N,"约标 
											 	 ","8000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98797",\N,"2014-07-03",\N,"今天5点前还款 
											 	 ","12300","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","48岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98798",\N,"2014-07-03",\N,"答谢老客户 
											 	 				 ","5000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98799",\N,"2014-07-03",\N,"今天晚上还或者明天十点之前 
											 	 ","1000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98800",\N,"2014-07-03",\N,"资产担保，一天周转 
											 	 ","5000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98801",\N,"2014-07-03",\N,"超高息,10点前必还款 
											 	 ","6000","已还款","约(合约)净值标小窗联系: 943482913, @daocaoren6634


	07月2日有10点前还款净值标: 
28天 额度14000,年化19% 
29天 额度12000,年化20% 
30天 额度50000,年化22% 
------------------------------------------------
每天1天标额度限额可约.
------------------------------------------------
每天7天标3万约标额度:
高息7天标,10点还款(1",\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98802",\N,"2014-07-03",\N,"约标 
											 	 ","10000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98803",\N,"2014-07-03",\N,"省心标！高息标！约标 
											 	 ","9653","已还款",\N,\N,"8.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98804",\N,"2014-07-03",\N,"约标 
											 	 ","20000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98805",\N,"2014-07-03",\N,"站内资金担保——短期周转 
											 	 ","5000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98806",\N,"2014-07-03",\N,"七天承兑标 (有续投奖励) 
							 					 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98807",\N,"2014-07-03",\N,"1天福利标 
											 	 ","5000","已还款",\N,\N,"5.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98808",\N,"2014-07-03",\N,"承兑一月标 
							 					 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.5%",\N
"98809",\N,"2014-07-03",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98810",\N,"2014-07-03",\N,"2天福利标！ 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98811",\N,"2014-07-03",\N,"2天福利标！ 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98812",\N,"2014-07-03",\N,"小额可秒！高息早还！500即可约标！ 
											 	 ","15000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98813",\N,"2014-07-03",\N,"感谢老客户支持和理解！ 
						 										 ","5000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98814",\N,"2014-07-03",\N,"回款急速，绝对信誉 
											 	 ","5000","已还款",\N,\N,"2.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98815",\N,"2014-07-03",\N,"2天福利标！ 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98816",\N,"2014-07-03",\N,"2天标 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98817",\N,"2014-07-03",\N,"20W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98818",\N,"2014-07-02",\N,"奖励标！致谢老客户！   
						 										 ","18180","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98819",\N,"2014-07-02",\N,"净值标安全零风险——短期周转 
											 	 ","5000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98820",\N,"2014-07-02",\N,"净值标安全零风险——短期周转 
											 	 ","5000","已还款","短期周转",\N,"5.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98821",\N,"2014-07-02",\N,"20W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98822",\N,"2014-07-02",\N,"站内资金担保——短期周转 
											 	 ","5000","已还款",\N,\N,"20.40",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98823",\N,"2014-07-02",\N,"1天福利标！ 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98824",\N,"2014-07-02",\N,"短期周转 
											 	 ","5000","已还款",\N,\N,"22.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98825",\N,"2014-07-02",\N,"5月投标奖励！ 
						 										 ","25000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98826",\N,"2014-07-02",\N,"5月投标奖励！致谢老客户！ 
						 										 ","25000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98827",\N,"2014-07-02",\N,"新人标！ 
						 										 ","5000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98828",\N,"2014-07-02",\N,"今天晚上还或者明天！ 
											 	 ","20000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98829",\N,"2014-07-02",\N,"周转 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98830",\N,"2014-07-02",\N,"1天福利标！ 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98831",\N,"2014-07-02",\N,"七天承兑标 (有续投奖励) 
							 					 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98832",\N,"2014-07-02",\N,"承兑一月标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.5%",\N
"98833",\N,"2014-07-02",\N,"高息荣誉标 
											 	 ","5000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98834",\N,"2014-07-02",\N,"2天福利标！ 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98835",\N,"2014-07-02",\N,"超高息,10点前必还款完毕 
											 	 ","12000","已还款","约(合约)净值标小窗联系: 943482913, @daocaoren6634


	07月2日有10点前还款净值标: 
26天 额度12000,年化19% 
29天 额度14000,年化20% 
30天 额度50000,年化22% 
------------------------------------------------
每天1天标额度限额可约.
------------------------------------------------
每天7天标3万约标额度:
高息7天标,10点还款(1",\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98836",\N,"2014-07-02",\N,"2天福利标！ 
											 	 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98837",\N,"2014-07-03",\N,"到期还，不还罚我。 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98838",\N,"2014-07-01",\N,"短期周转 
											 	 ","10000","已还款",\N,\N,"2.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98839",\N,"2014-07-01",\N,"短期周转 
											 	 ","10000","已还款",\N,\N,"21.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98840",\N,"2014-07-01",\N,"致谢老客户！ 
						 										 ","14428","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98841",\N,"2014-07-01",\N,"一天周转,上午10点必还款 
											 	 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98842",\N,"2014-07-01",\N,"短期周转，高息早还！ 
											 	 ","10000","已还款",\N,\N,"21.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98843",\N,"2014-07-01",\N,"致谢标！ 
						 										 ","5000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98844",\N,"2014-07-01",\N,"投标回馈 
						 										 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98845",\N,"2014-07-01",\N,"短期周转，待收担保，早还款！ 
											 	 ","15000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98846",\N,"2014-07-01",\N,"超高息,上午10点必还款 
											 	 ","5000","已还款","约(合约)净值标小窗联系: 943482913, @daocaoren6634


	07月1日有10点前还款净值标: 
26天 额度5000,年化19% 
27天 额度12000,年化19% 
30天 额度50000,年化22% 
------------------------------------------------
每天3万约标额度7天标:
高息7天标,10点还款(10点停发),年化18%
高息7天标,14点还款(10点停发),年化18.5%
高息7天标,16点还款(10点停发),年化19%",\N,"22.10",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98847",\N,"2014-07-01",\N,"超高息,上午10点必还款 
											 	 ","10000","已还款","约(合约)净值标小窗联系: 943482913, @daocaoren6634


	07月1日有10点前还款净值标: 
26天 额度5000,年化19% 
27天 额度12000,年化19% 
30天 额度50000,年化22% 
------------------------------------------------
每天3万约标额度7天标:
高息7天标,10点还款(10点停发),年化18%
高息7天标,14点还款(10点停发),年化18.5%
高息7天标,16点还款(10点停发),年化19%",\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98848",\N,"2014-07-01",\N,"超高息,上午10点必还款 
											 	 ","16500","已还款","约(合约)净值标小窗联系: 943482913, @daocaoren6634

	07月1日有10点前还款净值标: 
25天 额度17000,年化19%
26天 额度5000,年化19% 
27天 额度12000,年化19% 
30天 额度50000,年化22% 
------------------------------------------------
每天3万约标额度7天标:
高息7天标,10点还款(10点停发),年化18%
高息7天标,14点还款(10点停发),年化18.5%
高息7天标,1",\N,"22.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98849",\N,"2014-07-01",\N,"七天承兑标 (有续投奖励) 
							 					 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
